record_id,timestamp,wafer_id,lot_id,process_node_nm,required_time_ns,arrival_time_ns,temperature_c,leakage_power_mw,dynamic_power_mw,routing_utilization,overflow_count,defect_density,test_time_sec,test_coverage_pct,fail_rate_pct,good_chips,total_chips,center_defect_score,edge_defect_score,scratch_score,cluster_score,slack_ns,yield_pct,congestion_score
1337,2026-01-01 22:17:00,WAFER_87,LOT_37,7,3.019,2.747,80.951,39.432,92.546,64.526,76,3.82,27.711,89.408,7.636,775,1000,0.809,0.327,0.027,0.259,0.272,77.5,76.142
1338,2026-01-01 22:18:00,WAFER_88,LOT_38,2,5.186,9.42,64.052,55.152,41.798,95.865,9,0.497,338.01,83.889,9.821,823,1000,0.212,0.443,0.504,0.512,-4.234,76.98488167544325,66.362
1339,2026-01-01 22:19:00,WAFER_89,LOT_39,2,3.79,4.955,65.026,37.99,128.786,86.298,35,4.021,232.099,84.826,10.09,894,1000,0.662,0.087,0.976,0.755,-1.165,82.5571635957366,71.844
1340,2026-01-01 22:20:00,WAFER_90,LOT_40,3,3.48,4.906,81.146,22.642,103.056,48.168,15,0.489,233.675,94.055,10.594,787,1000,0.155,0.517,0.946,0.144,-1.426,73.07352135426159,38.059
1341,2026-01-01 22:21:00,WAFER_91,LOT_41,5,6.662,2.665,55.219,27.365,15.164,60.043,35,2.91,402.825,99.006,1.098,732,1000,0.578,0.375,0.219,0.292,3.997,73.2,54.778
1342,2026-01-01 22:22:00,WAFER_92,LOT_42,14,6.708,4.754,67.573,24.981,119.92,94.379,33,2.428,214.491,97.566,9.574,880,1000,0.289,0.437,0.827,0.213,1.954,88.0,76.196
1343,2026-01-01 22:23:00,WAFER_93,LOT_43,7,8.096,9.542,107.448,54.393,117.948,42.917,36,1.562,146.321,84.318,9.449,885,1000,0.105,0.686,0.805,0.572,-1.446,84.08655847184026,44.096
1344,2026-01-01 22:24:00,WAFER_94,LOT_44,7,4.842,4.559,63.352,86.554,34.494,51.253,71,2.156,155.935,82.293,14.562,978,1000,0.603,0.07,0.962,0.412,0.283,97.8,65.264
1345,2026-01-01 22:25:00,WAFER_95,LOT_45,5,2.085,10.326,86.626,87.145,69.328,51.782,67,0.054,24.699,82.473,12.969,762,1000,0.884,0.962,0.509,0.324,-8.241,70.0,63.808
1346,2026-01-01 22:26:00,WAFER_96,LOT_46,5,3.689,10.274,67.555,9.929,109.603,71.54,58,2.238,68.94,91.932,0.725,918,1000,0.141,0.522,0.529,0.358,-6.585,87.46066309606331,72.601
1347,2026-01-01 22:27:00,WAFER_97,LOT_47,5,9.34,2.42,79.599,12.191,33.593,61.287,28,0.579,37.524,90.698,9.539,851,1000,0.899,0.839,0.786,0.47,6.92,85.1,52.437
1348,2026-01-01 22:28:00,WAFER_98,LOT_48,14,6.27,2.738,81.198,27.061,154.963,40.112,30,6.269,117.304,82.24,11.808,811,1000,0.128,0.318,0.999,0.418,3.532,76.63139376189031,39.573
1349,2026-01-01 22:29:00,WAFER_99,LOT_49,2,7.178,9.454,86.419,27.955,14.673,75.268,65,0.552,45.861,83.022,9.946,751,1000,0.742,0.314,0.309,0.706,-2.276,70.69736870839539,78.174
1350,2026-01-01 22:30:00,WAFER_100,LOT_0,14,1.559,4.849,71.797,13.54,27.482,41.341,2,6.483,152.447,99.896,11.563,976,1000,0.99,0.904,0.683,0.693,-3.29,93.47194922052562,27.772
1351,2026-01-01 22:31:00,WAFER_101,LOT_1,5,5.646,1.043,95.878,39.962,29.738,73.811,68,3.367,70.452,99.272,2.16,755,1000,0.094,0.117,0.671,0.027,4.603,70.0,78.577
1352,2026-01-01 22:32:00,WAFER_102,LOT_2,5,1.8,3.684,67.517,57.895,99.778,67.449,21,3.514,387.168,84.268,3.043,924,1000,0.213,0.104,0.857,0.71,-1.884,89.17513380001313,53.292
1353,2026-01-01 22:33:00,WAFER_103,LOT_3,7,6.054,6.857,76.576,57.035,115.419,66.595,79,5.37,395.354,84.937,9.99,869,1000,0.464,0.697,0.649,0.222,-0.803,79.47953235821578,78.837
1354,2026-01-01 22:34:00,WAFER_104,LOT_4,5,8.866,8.833,76.698,53.909,78.636,39.32,72,4.744,261.383,98.113,13.652,858,1000,0.738,0.466,0.458,0.42,0.033,77.34200633987278,57.958
1355,2026-01-01 22:35:00,WAFER_105,LOT_5,14,9.247,2.307,61.658,35.48,59.073,75.91,52,1.65,342.195,91.083,0.637,892,1000,0.898,0.717,0.311,0.222,6.94,89.2,72.742
1356,2026-01-01 22:36:00,WAFER_106,LOT_6,14,5.824,2.083,70.855,68.581,147.584,62.604,47,0.222,290.885,99.148,7.529,883,1000,0.729,0.433,0.969,0.119,3.741,88.3,61.843
1357,2026-01-01 22:37:00,WAFER_107,LOT_7,5,5.166,10.037,75.777,79.384,21.609,61.311,72,5.305,344.444,91.314,16.867,821,1000,0.771,0.212,0.336,0.584,-4.871,78.16603551031427,72.252
1358,2026-01-01 22:38:00,WAFER_108,LOT_8,3,9.06,8.361,69.247,36.165,57.65,73.173,75,0.926,275.923,92.332,13.065,821,1000,0.452,0.715,0.255,0.951,0.699,82.1,81.312
1359,2026-01-01 22:39:00,WAFER_109,LOT_9,5,6.889,6.78,100.85,12.698,16.65,73.8,46,4.089,192.077,85.94,7.763,872,1000,0.356,0.039,0.793,0.372,0.109,80.27145011986653,68.67
1360,2026-01-01 22:40:00,WAFER_110,LOT_10,14,2.019,8.538,64.775,31.67,12.361,35.962,41,6.413,369.502,97.682,1.847,840,1000,0.508,0.448,0.498,0.678,-6.519,77.77214507249263,41.825
1361,2026-01-01 22:41:00,WAFER_111,LOT_11,3,5.226,5.203,86.974,17.363,70.075,43.014,3,3.759,195.227,96.768,6.234,776,1000,0.65,0.459,0.183,0.453,0.023,73.50329971396205,29.309
1362,2026-01-01 22:42:00,WAFER_112,LOT_12,7,3.422,8.433,83.421,47.062,43.12,50.137,41,1.978,178.485,88.04,2.794,826,1000,0.502,0.078,0.359,0.181,-5.011,78.94543824950523,51.039
1363,2026-01-01 22:43:00,WAFER_113,LOT_13,7,5.258,4.644,73.848,19.034,55.622,78.391,42,1.257,269.753,92.961,15.669,958,1000,0.79,0.242,0.203,0.921,0.614,95.8,69.854
1364,2026-01-01 22:44:00,WAFER_114,LOT_14,7,5.144,3.392,64.483,46.656,149.561,71.911,41,0.232,395.173,88.112,11.719,740,1000,0.157,0.26,0.209,0.45,1.752,74.0,65.192
1365,2026-01-01 22:45:00,WAFER_115,LOT_15,3,6.157,8.144,65.549,24.89,37.707,83.488,2,4.257,196.881,90.305,14.576,792,1000,0.396,0.893,0.076,0.008,-1.987,70.59298331783201,55.167
1366,2026-01-01 22:46:00,WAFER_116,LOT_16,7,4.354,5.113,68.302,71.486,142.64,82.399,58,3.816,249.978,97.279,15.277,740,1000,0.067,0.513,0.645,0.457,-0.759,74.0,79.659
1367,2026-01-01 22:47:00,WAFER_117,LOT_17,14,2.814,10.617,54.357,7.481,124.759,89.604,75,3.167,216.933,89.436,10.396,730,1000,0.671,0.671,0.371,0.006,-7.803,70.0,91.993
1368,2026-01-01 22:48:00,WAFER_118,LOT_18,3,5.53,4.425,62.962,54.927,65.496,59.116,10,1.358,383.893,97.046,0.311,777,1000,0.757,0.055,0.06,0.794,1.105,77.7,42.925
1369,2026-01-01 22:49:00,WAFER_119,LOT_19,3,8.142,10.033,57.693,20.254,102.915,57.084,34,1.647,290.698,99.186,9.542,959,1000,0.667,0.103,0.651,0.368,-1.891,89.38738615665989,52.405
1370,2026-01-01 22:50:00,WAFER_120,LOT_20,14,6.812,10.143,88.805,5.089,85.554,88.185,49,6.52,187.836,89.453,13.682,805,1000,0.955,0.563,0.297,0.615,-3.331,71.5213934482875,79.37
1371,2026-01-01 22:51:00,WAFER_121,LOT_21,3,4.207,3.37,80.803,83.228,31.827,50.206,62,0.188,262.761,97.708,5.483,863,1000,0.932,0.835,0.162,0.767,0.837,86.3,60.534
1372,2026-01-01 22:52:00,WAFER_122,LOT_22,14,8.984,8.823,82.646,65.438,164.222,64.515,69,2.503,82.424,87.441,15.786,944,1000,0.27,0.053,0.96,0.028,0.161,94.4,72.985
1373,2026-01-01 22:53:00,WAFER_123,LOT_23,5,8.798,5.244,80.477,13.905,106.835,47.437,5,0.312,156.778,82.051,16.947,913,1000,0.243,0.983,0.075,0.518,3.554,91.3,33.084
1374,2026-01-01 22:54:00,WAFER_124,LOT_24,3,3.175,9.992,75.837,64.767,159.641,93.486,31,1.343,314.472,83.512,9.428,822,1000,0.025,0.885,0.387,0.638,-6.817,77.72649223259405,74.716
1375,2026-01-01 22:55:00,WAFER_125,LOT_25,14,1.815,5.411,90.067,60.048,150.051,61.099,10,6.349,244.958,95.194,9.125,881,1000,0.503,0.873,0.616,0.471,-3.596,84.49857446703079,44.214
1376,2026-01-01 22:56:00,WAFER_126,LOT_26,5,7.43,8.294,67.282,47.602,23.562,48.599,42,1.06,145.709,83.793,11.207,767,1000,0.861,0.009,0.993,0.306,-0.864,76.7,50.489
1377,2026-01-01 22:57:00,WAFER_127,LOT_27,5,8.121,5.576,75.173,42.733,45.236,79.289,38,4.105,164.919,98.811,9.714,953,1000,0.158,0.406,0.082,0.463,2.545,95.3,68.638
1378,2026-01-01 22:58:00,WAFER_128,LOT_28,5,9.243,3.232,82.218,84.836,34.694,50.657,12,2.392,343.913,97.512,2.896,741,1000,0.593,0.796,0.932,0.393,6.011,74.1,38.327
1379,2026-01-01 22:59:00,WAFER_129,LOT_29,5,8.619,2.954,59.467,27.063,151.233,95.384,12,4.323,236.353,91.216,4.755,854,1000,0.72,0.759,0.881,0.612,5.665,81.0915838753659,67.4
1380,2026-01-01 23:00:00,WAFER_130,LOT_30,3,6.304,5.169,108.062,40.848,156.616,58.527,38,5.802,115.502,92.409,3.59,894,1000,0.368,0.346,0.779,0.469,1.135,86.20896187594744,55.143
1381,2026-01-01 23:01:00,WAFER_131,LOT_31,5,5.74,8.404,74.314,34.62,99.755,77.537,45,1.984,138.725,94.429,1.412,961,1000,0.703,0.878,0.103,0.13,-2.664,87.6251584452427,70.649
1382,2026-01-01 23:02:00,WAFER_132,LOT_32,14,1.723,6.93,75.562,74.408,27.71,57.096,33,0.581,207.153,95.094,2.559,736,1000,0.837,0.636,0.291,0.084,-5.207,70.0,51.962
1383,2026-01-01 23:03:00,WAFER_133,LOT_33,3,3.473,7.749,87.826,87.482,33.055,86.664,66,1.428,325.135,90.793,16.535,978,1000,0.011,0.994,0.271,0.163,-4.276,91.56534952805983,86.032
1384,2026-01-01 23:04:00,WAFER_134,LOT_34,7,5.177,3.767,84.065,81.48,148.303,92.403,31,3.014,418.976,87.61,9.524,917,1000,0.735,0.335,0.534,0.066,1.41,91.7,74.012
1385,2026-01-01 23:05:00,WAFER_135,LOT_35,5,6.528,5.718,74.419,76.793,167.962,85.427,67,3.527,94.304,98.293,2.315,795,1000,0.6,0.644,0.12,0.254,0.81,71.85406175651353,85.678
1386,2026-01-01 23:06:00,WAFER_136,LOT_36,7,5.958,1.435,75.431,93.811,43.911,89.304,64,6.408,321.972,82.834,12.18,922,1000,0.845,0.424,0.816,0.07,4.523,86.58909067936509,86.848
1387,2026-01-01 23:07:00,WAFER_137,LOT_37,3,7.441,9.012,57.454,67.743,11.893,41.52,72,0.159,266.888,88.374,8.21,952,1000,0.139,0.648,0.682,0.604,-1.571,91.86463666967913,59.388
1388,2026-01-01 23:08:00,WAFER_138,LOT_38,14,3.738,10.701,67.879,72.595,66.262,94.14,6,5.164,232.477,93.93,3.974,994,1000,0.807,0.26,0.861,0.445,-6.963,96.32023373437924,63.891
1389,2026-01-01 23:09:00,WAFER_139,LOT_39,5,6.02,4.987,79.689,93.452,15.185,74.955,2,0.539,406.583,97.95,16.052,878,1000,0.141,0.382,0.223,0.255,1.033,87.8,49.621
1390,2026-01-01 23:10:00,WAFER_140,LOT_40,3,2.205,1.107,78.883,5.629,150.756,90.63,79,0.576,149.101,83.329,3.972,834,1000,0.585,0.932,0.62,0.013,1.098,77.74160485619537,94.46
1391,2026-01-01 23:11:00,WAFER_141,LOT_41,2,4.809,2.664,87.433,62.064,93.557,78.804,71,4.465,90.791,93.795,1.84,977,1000,0.271,0.289,0.851,0.146,2.145,90.06174861400282,83.173
1392,2026-01-01 23:12:00,WAFER_142,LOT_42,3,7.501,7.395,72.674,71.507,119.116,47.918,68,6.185,371.039,90.719,3.657,956,1000,0.24,0.621,0.05,0.667,0.106,92.04840706212397,61.747
1393,2026-01-01 23:13:00,WAFER_143,LOT_43,5,7.047,6.998,58.74,87.604,79.952,74.012,48,1.992,47.476,94.288,15.52,815,1000,0.499,0.919,0.551,0.249,0.049,81.5,69.708
1394,2026-01-01 23:14:00,WAFER_144,LOT_44,5,9.425,8.721,85.624,84.546,68.736,40.821,57,1.868,346.848,87.678,14.611,847,1000,0.757,0.481,0.727,0.333,0.704,84.7,52.184
1395,2026-01-01 23:15:00,WAFER_145,LOT_45,7,3.723,3.488,89.797,80.776,47.774,79.526,27,4.22,255.694,94.722,15.225,993,1000,0.645,0.695,0.372,0.076,0.235,92.3656038762689,63.842
1396,2026-01-01 23:16:00,WAFER_146,LOT_46,5,5.486,8.484,83.881,90.121,140.991,61.176,26,5.29,85.602,85.227,15.592,979,1000,0.989,0.748,0.354,0.548,-2.998,94.15138109862016,51.464
1397,2026-01-01 23:17:00,WAFER_147,LOT_47,3,4.136,7.742,72.2,53.364,128.243,44.711,21,5.915,110.945,95.88,1.502,797,1000,0.119,0.544,0.032,0.804,-3.606,74.6702342257672,38.512
1398,2026-01-01 23:18:00,WAFER_148,LOT_48,7,5.025,4.164,85.488,5.623,71.324,97.671,70,1.736,82.336,95.413,12.15,895,1000,0.722,0.379,0.49,0.353,0.861,87.07193750635271,94.986
1399,2026-01-01 23:19:00,WAFER_149,LOT_49,7,8.356,6.346,111.718,5.995,64.59,92.669,12,5.046,307.335,98.947,11.364,846,1000,0.055,0.808,0.596,0.115,2.01,79.0772974474246,65.635
1400,2026-01-01 23:20:00,WAFER_150,LOT_0,3,6.974,2.443,75.267,54.018,10.211,92.187,21,2.124,78.924,85.101,16.881,917,1000,0.357,0.554,0.74,0.954,4.531,91.7,69.372
1401,2026-01-01 23:21:00,WAFER_151,LOT_1,3,8.56,5.435,59.571,44.175,20.804,85.484,74,3.727,292.548,94.924,12.207,923,1000,0.344,0.116,0.086,0.511,3.125,89.11502518158332,88.865
1402,2026-01-01 23:22:00,WAFER_152,LOT_2,2,3.128,9.636,67.551,45.612,115.953,79.287,4,1.338,71.26,87.775,13.506,764,1000,0.256,0.875,0.417,0.089,-6.508,70.0,53.337
1403,2026-01-01 23:23:00,WAFER_153,LOT_3,7,8.487,5.128,80.88,41.036,97.483,76.925,21,1.036,340.907,87.045,12.212,883,1000,0.532,0.297,0.258,0.497,3.359,88.3,59.451
1404,2026-01-01 23:24:00,WAFER_154,LOT_4,7,1.978,9.228,56.347,87.595,83.917,41.79,78,6.363,387.796,89.189,10.626,817,1000,0.244,0.493,0.207,0.045,-7.25,72.99834784136397,62.264
1405,2026-01-01 23:25:00,WAFER_155,LOT_5,5,8.609,6.784,75.863,37.325,150.675,92.636,52,3.744,243.725,87.105,9.491,962,1000,0.368,0.214,0.246,0.055,1.825,96.2,83.613
1406,2026-01-01 23:26:00,WAFER_156,LOT_6,7,4.133,2.88,78.184,82.06,95.663,91.392,38,0.081,406.474,86.443,16.484,862,1000,0.859,0.493,0.361,0.318,1.253,86.2,76.505
1407,2026-01-01 23:27:00,WAFER_157,LOT_7,7,4.017,6.695,90.886,86.258,75.364,82.863,36,5.406,176.152,95.754,15.931,856,1000,0.324,0.129,0.733,0.677,-2.678,83.01292621234727,70.061
1408,2026-01-01 23:28:00,WAFER_158,LOT_8,5,5.597,5.959,88.412,49.955,37.414,94.348,30,4.713,117.841,94.521,7.556,777,1000,0.986,0.566,0.436,0.705,-0.362,71.96337598959812,74.826
1409,2026-01-01 23:29:00,WAFER_159,LOT_9,14,9.026,4.907,83.51,45.224,149.517,70.397,61,2.25,90.919,83.958,4.974,988,1000,0.276,0.523,0.063,0.901,4.119,98.8,73.208
1410,2026-01-01 23:30:00,WAFER_160,LOT_10,3,1.882,2.172,50.211,73.492,107.962,63.649,5,3.182,211.585,92.027,8.752,888,1000,0.903,0.818,0.347,0.108,-0.29,88.8,43.622
1411,2026-01-01 23:31:00,WAFER_161,LOT_11,3,4.318,5.084,84.132,68.717,25.718,96.949,33,3.087,72.299,87.925,12.735,827,1000,0.431,0.56,0.11,0.464,-0.766,82.7,77.867
1412,2026-01-01 23:32:00,WAFER_162,LOT_12,3,8.353,1.713,81.761,34.568,120.313,64.704,51,1.905,370.316,99.382,6.936,763,1000,0.908,0.409,0.212,0.476,6.64,76.3,65.008
1413,2026-01-01 23:33:00,WAFER_163,LOT_13,2,4.668,1.968,76.815,14.229,82.262,76.045,29,6.669,333.906,89.608,9.225,805,1000,0.427,0.466,0.129,0.461,2.7,73.57113893757462,62.479
1414,2026-01-01 23:34:00,WAFER_164,LOT_14,5,3.093,5.076,54.968,28.837,147.936,58.876,12,3.721,244.847,82.726,5.218,796,1000,0.77,0.605,0.972,0.841,-1.983,77.14263851516658,43.669
1415,2026-01-01 23:35:00,WAFER_165,LOT_15,14,4.898,3.993,65.455,16.793,166.215,75.725,57,6.107,308.585,87.938,7.385,961,1000,0.4,0.84,0.88,0.811,0.905,90.2242983702857,74.871
1416,2026-01-01 23:36:00,WAFER_166,LOT_16,2,4.584,10.07,61.165,31.526,112.079,81.086,52,4.001,39.996,87.597,16.283,943,1000,0.621,0.042,0.625,0.508,-5.486,85.74311820394546,76.106
1417,2026-01-01 23:37:00,WAFER_167,LOT_17,3,8.823,4.682,51.835,28.564,134.374,74.978,19,4.709,101.407,82.101,3.81,882,1000,0.051,0.927,0.251,0.779,4.141,82.51433304833603,57.286
1418,2026-01-01 23:38:00,WAFER_168,LOT_18,5,7.595,8.427,73.968,62.394,19.62,67.932,5,0.249,268.485,90.731,16.811,841,1000,0.599,0.084,0.174,0.059,-0.832,84.1,46.406
1419,2026-01-01 23:39:00,WAFER_169,LOT_19,14,5.541,6.196,65.224,90.905,105.243,54.207,54,3.505,210.988,98.214,3.821,896,1000,0.316,0.345,0.842,0.532,-0.655,89.6,59.535
1420,2026-01-01 23:40:00,WAFER_170,LOT_20,5,9.407,7.9,102.878,66.717,138.408,76.206,30,4.919,261.849,96.361,5.563,906,1000,0.996,0.336,0.073,0.095,1.507,84.25297772933082,63.034
1421,2026-01-01 23:41:00,WAFER_171,LOT_21,5,5.222,3.549,72.144,88.398,94.45,93.139,58,0.873,55.588,94.255,1.664,963,1000,0.811,0.532,0.693,0.867,1.673,92.0069740586176,86.64
1422,2026-01-01 23:42:00,WAFER_172,LOT_22,2,1.966,10.231,88.231,75.572,110.904,35.442,18,4.629,280.969,88.149,12.835,940,1000,0.08,0.355,0.295,0.503,-8.265,87.69395074006992,31.137
1423,2026-01-01 23:43:00,WAFER_173,LOT_23,3,3.598,6.195,56.74,70.509,162.821,43.571,69,0.619,341.447,86.152,0.496,854,1000,0.198,0.219,0.49,0.018,-2.597,77.18396594488323,59.371
1424,2026-01-01 23:44:00,WAFER_174,LOT_24,14,4.989,9.147,68.169,42.266,43.677,42.665,27,5.497,238.51,88.133,13.436,754,1000,0.616,0.243,0.729,0.55,-4.158,71.09464665119806,39.882
1425,2026-01-01 23:45:00,WAFER_175,LOT_25,14,2.755,4.577,75.066,34.232,26.702,94.085,12,6.65,162.963,84.203,9.896,886,1000,0.3,0.985,0.036,0.738,-1.822,81.19452322088956,66.555
1426,2026-01-01 23:46:00,WAFER_176,LOT_26,2,9.081,1.982,64.01,81.165,127.409,77.416,51,4.28,89.859,83.781,12.779,981,1000,0.213,0.837,0.176,0.135,7.099,98.1,73.27
1427,2026-01-01 23:47:00,WAFER_177,LOT_27,14,7.635,7.602,69.356,86.485,149.884,95.914,73,0.57,126.142,92.284,13.356,939,1000,0.356,0.805,0.647,0.283,0.033,87.90524840407366,95.194
1428,2026-01-01 23:48:00,WAFER_178,LOT_28,7,3.646,1.076,71.603,45.669,154.583,72.3,60,4.011,229.013,96.57,2.29,784,1000,0.106,0.419,0.92,0.448,2.57,78.4,73.995
1429,2026-01-01 23:49:00,WAFER_179,LOT_29,14,6.226,5.658,71.427,5.816,119.08,64.551,40,5.051,122.207,83.779,0.559,829,1000,0.554,0.936,0.258,0.415,0.568,79.09932593558052,59.958
1430,2026-01-01 23:50:00,WAFER_180,LOT_30,5,7.272,2.889,94.406,76.328,151.646,85.71,44,6.348,331.178,88.0,3.035,728,1000,0.283,0.063,0.15,0.503,4.383,70.0,75.512
1431,2026-01-01 23:51:00,WAFER_181,LOT_31,5,9.03,7.148,78.16,30.656,129.113,45.3,6,0.357,72.696,84.197,6.652,901,1000,0.867,0.125,0.925,0.016,1.882,90.1,32.145
1432,2026-01-01 23:52:00,WAFER_182,LOT_32,5,8.553,10.598,79.275,5.89,24.854,59.406,13,5.282,226.57,87.558,1.432,762,1000,0.033,0.247,0.865,0.738,-2.045,71.69447251833775,44.464
1433,2026-01-01 23:53:00,WAFER_183,LOT_33,7,5.622,5.551,79.936,77.449,139.547,64.842,35,0.945,218.386,96.862,7.873,839,1000,0.351,0.642,0.91,0.315,0.071,83.9,57.897
1434,2026-01-01 23:54:00,WAFER_184,LOT_34,3,7.697,9.011,80.739,51.567,40.491,54.101,7,5.386,75.557,82.624,4.99,832,1000,0.55,0.167,0.125,0.702,-1.314,77.92096817032343,38.316
1435,2026-01-01 23:55:00,WAFER_185,LOT_35,2,5.997,5.976,73.088,66.669,50.224,58.762,11,6.049,417.995,93.585,6.312,973,1000,0.235,0.336,0.924,0.855,0.021,94.51062499627604,43.145
1436,2026-01-01 23:56:00,WAFER_186,LOT_36,5,5.922,5.859,70.472,87.322,77.091,39.999,39,5.863,349.254,83.071,15.998,950,1000,0.057,0.177,0.581,0.687,0.063,91.94391896194513,43.549
1437,2026-01-01 23:57:00,WAFER_187,LOT_37,7,2.418,10.118,75.835,53.706,63.476,47.671,61,4.457,174.613,89.635,12.368,855,1000,0.072,0.8,0.667,0.672,-7.7,80.85094875070115,58.436
1438,2026-01-01 23:58:00,WAFER_188,LOT_38,3,2.509,9.722,86.725,50.287,64.681,56.472,13,3.43,293.963,90.486,11.257,887,1000,0.159,0.909,0.454,0.579,-7.213,82.7663629512149,42.557
1439,2026-01-01 23:59:00,WAFER_189,LOT_39,7,5.736,8.701,86.389,31.16,38.774,85.937,48,5.953,306.632,89.187,11.18,898,1000,0.272,0.85,0.355,0.001,-2.965,83.47437608749745,77.459
1440,2026-01-02 00:00:00,WAFER_190,LOT_40,14,3.651,3.903,71.356,32.467,59.958,46.68,50,3.554,280.459,93.409,9.53,973,1000,0.706,0.027,0.113,0.904,-0.252,97.3,52.842
1441,2026-01-02 00:01:00,WAFER_191,LOT_41,3,1.668,6.341,82.446,76.689,13.343,57.185,61,1.333,192.994,99.429,8.818,766,1000,0.475,0.317,0.224,0.834,-4.673,70.0,64.62
1442,2026-01-02 00:02:00,WAFER_192,LOT_42,7,7.283,3.194,71.86,45.413,90.395,39.155,4,6.414,374.045,86.785,15.02,861,1000,0.033,0.638,0.588,0.195,4.089,80.11757814749643,27.251
1443,2026-01-02 00:03:00,WAFER_193,LOT_43,5,1.76,5.35,74.373,19.717,140.66,70.655,66,2.57,328.621,92.915,1.46,804,1000,0.155,0.001,0.317,0.18,-3.59,73.29146724885612,75.626
1444,2026-01-02 00:04:00,WAFER_194,LOT_44,14,6.262,5.745,68.791,13.508,156.582,74.12,0,4.264,236.808,88.354,5.047,812,1000,0.368,0.746,0.12,0.037,0.517,81.2,48.178
1445,2026-01-02 00:05:00,WAFER_195,LOT_45,3,5.814,9.15,72.002,47.563,149.473,90.393,48,1.394,21.025,99.891,1.949,878,1000,0.42,0.869,0.71,0.38,-3.336,82.42794905207634,80.355
1446,2026-01-02 00:06:00,WAFER_196,LOT_46,7,9.251,9.781,88.755,46.846,80.798,87.423,16,0.796,109.35,99.023,0.386,771,1000,0.063,0.078,0.529,0.985,-0.53,71.4364605058713,64.025
1447,2026-01-02 00:07:00,WAFER_197,LOT_47,7,5.374,5.063,75.017,63.811,134.173,53.264,72,3.77,223.53,83.672,0.433,979,1000,0.121,0.431,0.041,0.097,0.311,97.9,67.022
1448,2026-01-02 00:08:00,WAFER_198,LOT_48,14,2.009,1.174,75.488,47.396,58.941,43.765,34,3.794,379.572,99.427,0.603,837,1000,0.262,0.303,0.673,0.565,0.835,83.7,43.747
1449,2026-01-02 00:09:00,WAFER_199,LOT_49,7,5.914,9.445,58.081,17.913,19.446,44.989,66,2.546,271.448,95.215,11.653,765,1000,0.837,0.947,0.862,0.265,-3.531,70.37053258868391,58.943
1450,2026-01-02 00:10:00,WAFER_200,LOT_0,5,8.229,2.708,70.598,50.702,124.915,97.014,12,2.154,187.145,99.763,2.072,876,1000,0.209,0.325,0.776,0.862,5.521,87.6,68.459
1451,2026-01-02 00:11:00,WAFER_201,LOT_1,7,9.475,7.094,71.346,86.611,120.295,78.086,36,2.576,39.165,95.8,3.6,912,1000,0.227,0.581,0.925,0.507,2.381,91.2,66.956
1452,2026-01-02 00:12:00,WAFER_202,LOT_2,14,4.943,1.245,64.879,19.35,146.277,37.725,37,5.417,258.912,84.308,7.239,815,1000,0.495,0.009,0.338,0.854,3.698,75.84504643058642,41.171
1453,2026-01-02 00:13:00,WAFER_203,LOT_3,5,4.062,4.915,74.238,67.078,114.738,43.754,77,2.465,160.301,95.433,4.723,976,1000,0.891,0.837,0.088,0.93,-0.853,97.6,63.09
1454,2026-01-02 00:14:00,WAFER_204,LOT_4,2,8.753,10.662,69.279,58.447,36.672,66.091,5,6.269,234.951,95.007,13.921,906,1000,0.528,0.029,0.714,0.634,-1.909,86.43397656688273,45.209
1455,2026-01-02 00:15:00,WAFER_205,LOT_5,14,3.03,1.987,74.88,72.373,155.038,48.301,62,0.812,326.577,84.985,10.674,951,1000,0.079,0.569,0.902,0.283,1.043,95.1,59.296
1456,2026-01-02 00:16:00,WAFER_206,LOT_6,7,6.423,5.152,75.337,18.554,116.633,86.434,48,6.338,341.496,95.482,5.8,973,1000,0.186,0.741,0.319,0.448,1.271,88.45876675943349,77.782
1457,2026-01-02 00:17:00,WAFER_207,LOT_7,7,4.746,4.01,63.487,89.744,147.294,71.686,8,4.704,365.711,94.078,5.539,797,1000,0.856,0.397,0.265,0.631,0.736,73.3688505865326,50.196
1458,2026-01-02 00:18:00,WAFER_208,LOT_8,3,1.829,9.87,69.614,60.887,141.598,74.208,35,2.374,274.419,99.801,11.686,899,1000,0.877,0.032,0.715,0.651,-8.041,85.47703879457261,63.985
1459,2026-01-02 00:19:00,WAFER_209,LOT_9,7,4.278,9.52,74.851,81.236,60.637,64.621,22,0.096,382.247,93.075,3.067,967,1000,0.795,0.901,0.728,0.067,-5.242,89.10967205218267,51.904
1460,2026-01-02 00:20:00,WAFER_210,LOT_10,5,3.622,3.329,87.027,27.195,22.674,51.388,78,5.466,296.251,89.422,4.913,965,1000,0.542,0.366,0.83,0.351,0.293,93.35362345288428,68.502
1461,2026-01-02 00:21:00,WAFER_211,LOT_11,7,6.989,1.796,76.824,71.547,40.006,72.722,56,6.593,333.566,99.075,6.138,849,1000,0.439,0.466,0.746,0.532,5.193,75.95233218473355,72.469
1462,2026-01-02 00:22:00,WAFER_212,LOT_12,3,9.09,7.146,66.719,75.293,25.787,80.886,49,6.681,294.193,93.238,7.838,740,1000,0.268,0.813,0.4,0.336,1.944,70.0,74.626
1463,2026-01-02 00:23:00,WAFER_213,LOT_13,7,3.644,4.296,78.389,40.769,51.38,58.741,58,2.908,368.746,88.241,3.401,795,1000,0.548,0.661,0.423,0.578,-0.652,79.5,64.282
